job_category,job_role,skills,experience,education,resume_text
Data Science,ML Engineer,"Feature Store, PyTorch, CI/CD, Python, MLOps, Docker, TensorFlow, Agile",17,Bachelor's in Computer Science,"Rohan Walker
Austin, TX | rohan.walker86@gmail.com | +44-7832-880-578
Professional Summary:
ML Engineer with 17 years of experience in data science environments. Hands-on with PyTorch, MLOps, TensorFlow, Docker. Known for mentoring and ownership. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Skills: Feature Store, PyTorch, CI/CD, Python, MLOps, Docker, TensorFlow, Agile

Experience:
ML Engineer | Nimbus Health (3.1 yrs)
- Delivered initiatives using Agile and MLOps, improving a key metric by 13%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 29%.

ML Engineer | BlueWave Labs (1.6 yrs)
- Delivered initiatives using MLOps and Docker, improving a key metric by 10%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 43%.

ML Engineer | MediCore (2.6 yrs)
- Delivered initiatives using Feature Store and PyTorch, improving a key metric by 9%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 38%.

ML Engineer | FinEdge (2.3 yrs)
- Delivered initiatives using PyTorch and Feature Store, improving a key metric by 8%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 21%.

Projects:
- Clinical Workflow Optimization Dashboard: built a small demo using TensorFlow; added evaluation and edge-case handling.
- Integrated logging/metrics and wrote clear documentation so others could reproduce the results.

Education: Bachelor's in Computer Science

Publication: published a short paper on OCR post-processing"
Radiology,Radiology Technologist,"Patient Care, Contrast Prep, X-ray, Patient Positioning, MRI, CT, Equipment Maintenance, Radiation Safety, Quality Control",17,Diploma in Medical Imaging,"RESUME
Ananya Martinez
Bengaluru
Email: ananya.martinez35@outlook.com | Phone: +44-7692-467-945
Overview:
Radiology Technologist with 17 years of experience in radiology environments. Hands-on with Quality Control, MRI, Equipment Maintenance, Radiation Safety. Known for time management and customer empathy. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Competencies: Patient Care, Contrast Prep, X-ray, Patient Positioning, MRI, CT, Equipment Maintenance, Radiation Safety, Quality Control

Career:
Radiology Technologist | Nimbus Health (2.3 yrs)
- Delivered initiatives using Equipment Maintenance and MRI, improving a key metric by 32%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 14%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

Radiology Technologist | BlueWave Labs (1.4 yrs)
- Delivered initiatives using Equipment Maintenance and Patient Care, improving a key metric by 19%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 41%.

Radiology Technologist | Acme Corp (2.1 yrs)
- Delivered initiatives using Patient Positioning and CT, improving a key metric by 12%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 23%.

Radiology Technologist | BrightLeaf Marketing (1.5 yrs)
- Delivered initiatives using Quality Control and Quality Control, improving a key metric by 23%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 40%.

Education: Diploma in Medical Imaging

Extras: Hackathon finalist"
Legal,Corporate Counsel,"IP Basics, Policy Drafting, Negotiation, Corporate Law, Legal Research, Vendor Management, Risk Management, Contracts, Compliance, Governance, GDPR",18,LLM,"RESUME
Olivia Thomas
Mumbai
Email: olivia.thomas66@yahoo.com | Phone: +1-206-839-0723
Professional Summary:
Corporate Counsel with 18 years of experience in legal environments. Hands-on with Negotiation, Legal Research, Contracts, Vendor Management. Known for problem solving and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Skills:
- IP Basics
- Policy Drafting
- Negotiation
- Corporate Law
- Legal Research
- Vendor Management
- Risk Management
- Contracts
- Compliance
- Governance

Experience:
Corporate Counsel | Orbit Systems (2.5 yrs)
In this role, I focused on Policy Drafting and Governance while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 30% and improved stakeholder satisfaction.

Lawyer | Orbit Systems (2.8 yrs)
In this role, I focused on Corporate Law and Compliance while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 34% and improved stakeholder satisfaction.

Education: LLM
Outside work, I contribute to internal knowledge bases and experiment with small prototypes to validate ideas."
Cardiology,Cardiac Nurse,"Medication Administration, Patient Education, Vital Signs, Post-op Care, ECG, Triage, Cardiac Monitoring, Team Collaboration, Care Plans, Agile",14,Doctor of Medicine (MD),"Isabella Gupta — Cardiac Nurse
Chennai • isabella.gupta69@gmail.com • +1-206-391-6606
Career Objective: To grow as a Cardiac Nurse by solving real problems using Post-op Care while collaborating with high-performing teams.

Professional Summary:
Cardiac Nurse with 14 years of experience in cardiology environments. Hands-on with Post-op Care, Cardiac Monitoring, Agile, Triage. Known for cross-functional collaboration and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Skills: Medication Administration, Patient Education, Vital Signs, Post-op Care, ECG, Triage, Cardiac Monitoring, Team Collaboration, Care Plans, Agile

Experience:
Cardiac Nurse | BlueWave Labs (2.9 yrs)
- Delivered initiatives using Vital Signs and Vital Signs, improving a key metric by 14%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 21%.

Cardiac Nurse | Nimbus Health (2.1 yrs)
- Delivered initiatives using Agile and Care Plans, improving a key metric by 34%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 29%.

Cardiac Nurse | Radiant Imaging (2.1 yrs)
- Delivered initiatives using Medication Administration and Patient Education, improving a key metric by 13%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 31%.

Cardiologist | LexBridge Associates (2.5 yrs)
- Delivered initiatives using Triage and Agile, improving a key metric by 8%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 18%.

Education: Doctor of Medicine (MD)"
Software Engineering,Frontend Engineer,"Webpack, JavaScript, CSS, React, HTML, Jest, Accessibility, REST APIs, HIPAA, Leadership",15,Master's in Software Engineering,"RESUME
Neha Patel
Hyderabad
Email: neha.patel29@outlook.com | Phone: +44-7237-301-994
Overview:
Frontend Engineer with 15 years of experience in software engineering environments. Hands-on with Webpack, Leadership, React, JavaScript. Known for problem solving and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Career:
Frontend Engineer | LexBridge Associates (2.8 yrs)
In this role, I focused on React and Accessibility while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 14% and improved stakeholder satisfaction.

Frontend Engineer | FinEdge (1.6 yrs)
In this role, I focused on Accessibility and JavaScript while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 31% and improved stakeholder satisfaction.

Full Stack Engineer | FinEdge (1 yrs)
In this role, I focused on Jest and HIPAA while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 15% and improved stakeholder satisfaction.

Competencies: Webpack, JavaScript, CSS, React, HTML, Jest, Accessibility, REST APIs, HIPAA, Leadership

Portfolio:
Contract Review Checklist Automation — created a demo that combines data processing with domain-specific heuristics, and documented learnings for wider adoption.

Education: Master's in Software Engineering

Certifications: Google Data Analytics Professional Certificate
Open Source: contributed to Apache Airflow provider docs
Publication: published a clinical poster on patient outcomes"
Cardiology,Cardiologist,"Cardiac Catheterization, Heart Failure, Echocardiography, Clinical Diagnosis, Hypertension, Research, Team Leadership, Patient Counseling, Teaching, Confluence",4,Doctor of Medicine (MD),"Aarav Smith — Cardiologist
London, UK • aarav.smith72@gmail.com • +91-9871-2593-3762
Profile:
Cardiologist with 4 years of experience in cardiology environments. Hands-on with Heart Failure, Cardiac Catheterization, Clinical Diagnosis, Echocardiography. Known for mentoring and mentoring. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Core Skills: Cardiac Catheterization, Heart Failure, Echocardiography, Clinical Diagnosis, Hypertension, Research, Team Leadership, Patient Counseling, Teaching, Confluence

Work History:
Cardiologist | MediCore (1.5 yrs)
- Delivered initiatives using Hypertension and Echocardiography, improving a key metric by 16%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced monitoring dashboards, and reduced defects/turnaround time by 15%.

Cardiac Nurse | LexBridge Associates (2.1 yrs)
- Delivered initiatives using Patient Counseling and Cardiac Catheterization, improving a key metric by 12%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 18%.

Academics: Doctor of Medicine (MD)

Certifications: Google Data Analytics Professional Certificate
Highlights: Employee of the Quarter
Publication: co-authored an article in a legal journal on compliance trends
Outside work, I contribute to internal knowledge bases and experiment with small prototypes to validate ideas."
Healthcare,Registered Nurse,"Patient Care, Vital Signs, EMR, Infection Control, Patient Education, Care Plans, IV Therapy",9,B.Sc. Nursing,"RESUME
John Johnson
Delhi
Email: john.johnson19@yahoo.com | Phone: +91-9851-9943-6390
Profile:
Registered Nurse with 9 years of experience in healthcare environments. Hands-on with IV Therapy, Infection Control, Patient Education, Care Plans. Known for cross-functional collaboration and time management. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Work History:
Registered Nurse | Radiant Imaging (2.0 yrs)
- Delivered initiatives using Vital Signs and Patient Education, improving a key metric by 21%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 29%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

Physiotherapist | BlueWave Labs (1.8 yrs)
- Delivered initiatives using Care Plans and Patient Education, improving a key metric by 28%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 15%.

Registered Nurse | FinEdge (2.8 yrs)
- Delivered initiatives using Patient Education and Care Plans, improving a key metric by 12%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 21%.

Core Skills: Patient Care, Vital Signs, EMR, Infection Control, Patient Education, Care Plans, IV Therapy

Academics: B.Sc. Nursing

Open Source: contributed to Apache Airflow provider docs"
Software Engineering,Backend Engineer,"Kubernetes, AWS, Microservices, CI/CD, Kafka, Java, Docker, SQL, REST APIs, Spring Boot, Research Methods",13,Bachelor's in Computer Science,"Hannah Iyer — Backend Engineer
Delhi • hannah.iyer54@gmail.com • +1-206-963-0705
Summary:
Backend Engineer with 13 years of experience in software engineering environments. Hands-on with SQL, CI/CD, Kubernetes, Research Methods. Known for time management and ownership. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Skills: Kubernetes, AWS, Microservices, CI/CD, Kafka, Java, Docker, SQL, REST APIs, Spring Boot, Research Methods

Experience:
Backend Engineer | BrightLeaf Marketing (1.4 yrs)
In this role, I focused on Microservices and REST APIs while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 39% and improved stakeholder satisfaction.

Backend Engineer | FinEdge (1.4 yrs)
In this role, I focused on Research Methods and CI/CD while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 22% and improved stakeholder satisfaction.

Projects:
Contract Review Checklist Automation — created a demo that combines data processing with domain-specific heuristics, and documented learnings for wider adoption.

Education: Bachelor's in Computer Science

Certifications: Certified ScrumMaster (CSM)
Recognition: Dean’s List (2 semesters)"
Software Engineering,Frontend Engineer,"Webpack, JavaScript, Accessibility, TypeScript, Jest, Redux, React, HTML, REST APIs, CSS, Leadership",13,Bachelor's in Information Technology,"David Wilson — Frontend Engineer
London, UK • david.wilson11@yahoo.com • +1-206-154-8324
Objective: Seeking a Frontend Engineer position where I can apply TypeScript and Redux to deliver measurable impact.

Summary:
Frontend Engineer with 13 years of experience in software engineering environments. Hands-on with Jest, CSS, JavaScript, Accessibility. Known for mentoring and ownership. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Skills: Webpack, JavaScript, Accessibility, TypeScript, Jest, Redux, React, HTML, REST APIs, CSS, Leadership

Experience:
Frontend Engineer | MediCore (2.0 yrs)
- Delivered initiatives using Jest and Leadership, improving a key metric by 21%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 22%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

Backend Engineer | Orbit Systems (3.0 yrs)
- Delivered initiatives using TypeScript and Webpack, improving a key metric by 29%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 15%.

Backend Engineer | Radiant Imaging (2.6 yrs)
- Delivered initiatives using Redux and TypeScript, improving a key metric by 18%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 18%.

Frontend Engineer | BlueWave Labs (2.8 yrs)
- Delivered initiatives using CSS and CSS, improving a key metric by 16%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 26%.

Education: Bachelor's in Information Technology

Open Source: triaged issues and improved README examples for an open-source MLOps tool
Publication: co-authored a case study on campaign attribution"
Software Engineering,Frontend Engineer,"Accessibility, Jest, Redux, React, HTML, CSS, REST APIs, Webpack",5,Bachelor's in Information Technology,"John Clark — Frontend Engineer
Bengaluru • john.clark48@outlook.com • +44-7823-404-873
Overview:
Frontend Engineer with 5 years of experience in software engineering environments. Hands-on with Jest, HTML, Webpack, Redux. Known for cross-functional collaboration and mentoring. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Career:
Frontend Engineer | Nimbus Health (2.5 yrs)
- Delivered initiatives using Accessibility and Jest, improving a key metric by 31%.
- Collaborated with legal stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 39%.

Frontend Engineer | Radiant Imaging (1 yrs)
- Delivered initiatives using Webpack and Webpack, improving a key metric by 33%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 13%.

Frontend Engineer | Nimbus Health (2.3 yrs)
- Delivered initiatives using React and Jest, improving a key metric by 35%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 29%.

Competencies:
- Accessibility
- Jest
- Redux
- React
- HTML
- CSS
- REST APIs
- Webpack

Education: Bachelor's in Information Technology

Extras: Best Paper Award at a regional conference
Open Source: submitted bug fixes to a popular React component library
Publication: published a short paper on OCR post-processing"
Marketing,Content Marketing Manager,"Team Leadership, Analytics, Campaign Management, Copywriting, Content Strategy, SEO, Editorial Planning, CMS, GDPR, Agile",5,MBA in Marketing,"Olivia Doe
London, UK | olivia.doe86@gmail.com | +91-9827-5124-9402
Profile:
Content Marketing Manager with 5 years of experience in marketing environments. Hands-on with GDPR, CMS, Content Strategy, Team Leadership. Known for time management and ownership. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Work History:
Content Marketing Manager | LexBridge Associates (3.5 yrs)
In this role, I focused on GDPR and Content Strategy while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 39% and improved stakeholder satisfaction.

Content Marketing Manager | BlueWave Labs (1 yrs)
In this role, I focused on GDPR and Team Leadership while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 34% and improved stakeholder satisfaction.

Social Media Manager | BlueWave Labs (1.3 yrs)
In this role, I focused on Content Strategy and Agile while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 16% and improved stakeholder satisfaction.

Content Marketing Manager | Radiant Imaging (1.8 yrs)
In this role, I focused on Copywriting and Content Strategy while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 40% and improved stakeholder satisfaction.

Core Skills:
- Team Leadership
- Analytics
- Campaign Management
- Copywriting
- Content Strategy
- SEO
- Editorial Planning
- CMS
- GDPR
- Agile

Selected Work:
Clinical Workflow Optimization Dashboard — created a demo that combines data processing with domain-specific heuristics, and documented learnings for wider adoption.

Academics: MBA in Marketing

Certifications: TOEFL (Score 110)
Open Source: added test coverage to a community Spring Boot starter
Publication: co-authored a case study on campaign attribution"
Cardiology,Cardiac Nurse,"Team Collaboration, Medication Administration, Cardiac Monitoring, Triage, Vital Signs, Care Plans, EMR, Patient Education, Public Speaking, Leadership",8,DM Cardiology,"Omar Khan
Berlin, DE | omar.khan95@outlook.com | +91-9847-3590-4098
Summary:
Cardiac Nurse with 8 years of experience in cardiology environments. Hands-on with Vital Signs, Team Collaboration, Cardiac Monitoring, Leadership. Known for stakeholder management and problem solving. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements.

Experience:
Cardiac Nurse | Acme Corp (2.3 yrs)
In this role, I focused on Team Collaboration and Triage while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 31% and improved stakeholder satisfaction.

Cardiac Nurse | Nimbus Health (2.5 yrs)
In this role, I focused on Team Collaboration and Patient Education while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 23% and improved stakeholder satisfaction.

Skills:
- Team Collaboration
- Medication Administration
- Cardiac Monitoring
- Triage
- Vital Signs
- Care Plans
- EMR
- Patient Education
- Public Speaking
- Leadership

Education: DM Cardiology

Open Source: added test coverage to a community Spring Boot starter
I enjoy collaborating with diverse teams and turning ambiguous problems into deliverable plans."
Software Engineering,DevOps Engineer,"CI/CD, Grafana, Networking, AWS, Monitoring, Kubernetes, Terraform, Linux, Confluence",9,Master's in Software Engineering,"Zara Anderson — DevOps Engineer
Chennai • zara.anderson46@gmail.com • +44-7251-334-667
Profile:
DevOps Engineer with 9 years of experience in software engineering environments. Hands-on with AWS, Networking, Confluence, CI/CD. Known for mentoring and customer empathy. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Work History:
DevOps Engineer | MediCore (1.7 yrs)
- Delivered initiatives using Networking and Confluence, improving a key metric by 17%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced peer review gates, and reduced defects/turnaround time by 36%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

QA Automation Engineer | Orbit Systems (1.3 yrs)
- Delivered initiatives using AWS and Networking, improving a key metric by 14%.
- Collaborated with data stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 19%.

Core Skills: CI/CD, Grafana, Networking, AWS, Monitoring, Kubernetes, Terraform, Linux, Confluence

Selected Work:
- Candidate-to-Role Matching Prototype: built a small demo using Linux; added evaluation and edge-case handling.
- Integrated logging/metrics and wrote clear documentation so others could reproduce the results.

Academics: Master's in Software Engineering

Open Source: maintained a small PyPI package for text preprocessing
Publication: co-authored an article in a legal journal on compliance trends"
Data Science,ML Engineer,"Docker, Python, TensorFlow, MLOps, Feature Store, Kubernetes, AWS, Model Serving, CI/CD, PyTorch, Teaching",1,Bachelor's in Computer Science,"Noah Lee — ML Engineer
Hyderabad • noah.lee4@gmail.com • +44-7462-763-386
Summary:
ML Engineer with 1 years of experience in data science environments. Hands-on with Teaching, Feature Store, Docker, PyTorch. Known for mentoring and time management. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Experience:
ML Engineer | Radiant Imaging (3.1 yrs)
- Delivered initiatives using Teaching and Python, improving a key metric by 31%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 28%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

ML Engineer | Acme Corp (3.2 yrs)
- Delivered initiatives using Feature Store and AWS, improving a key metric by 11%.
- Collaborated with clinical stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 32%.

Skills: Docker, Python, TensorFlow, MLOps, Feature Store, Kubernetes, AWS, Model Serving, CI/CD, PyTorch, Teaching

Projects:
- Clinical Workflow Optimization Dashboard: built a small demo using Model Serving; added evaluation and edge-case handling.
- Integrated logging/metrics and wrote clear documentation so others could reproduce the results.

Education: Bachelor's in Computer Science

Recognition: Hackathon finalist
Publication: co-authored a case study on campaign attribution"
Software Engineering,Frontend Engineer,"Redux, REST APIs, Jest, TypeScript, React, CSS, JavaScript, Webpack, HTML, HIPAA, Public Speaking",14,Bachelor's in Computer Science,"RESUME
Isabella Smith
Berlin, DE
Email: isabella.smith58@yahoo.com | Phone: +44-7238-247-869
Profile:
Frontend Engineer with 14 years of experience in software engineering environments. Hands-on with Redux, HTML, Jest, Webpack. Known for mentoring and ownership. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Core Skills: Redux, REST APIs, Jest, TypeScript, React, CSS, JavaScript, Webpack, HTML, HIPAA, Public Speaking

Work History:
Frontend Engineer | LexBridge Associates (1.5 yrs)
In this role, I focused on JavaScript and CSS while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 39% and improved stakeholder satisfaction.

Frontend Engineer | BlueWave Labs (2.1 yrs)
In this role, I focused on TypeScript and TypeScript while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 27% and improved stakeholder satisfaction.

DevOps Engineer | Orbit Systems (3.1 yrs)
In this role, I focused on TypeScript and CSS while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 36% and improved stakeholder satisfaction.

Frontend Engineer | Orbit Systems (1.3 yrs)
In this role, I focused on React and JavaScript while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 19% and improved stakeholder satisfaction.

Academics: Bachelor's in Computer Science

Open Source: triaged issues and improved README examples for an open-source MLOps tool
Publication: published a short paper on OCR post-processing"
Radiology,Radiology Technologist,"CT, Radiation Safety, X-ray, Quality Control, Equipment Maintenance, Patient Positioning, MRI, Patient Care",2,Doctor of Medicine (MD),"Sofia Nair
Chennai | sofia.nair89@yahoo.com | +1-206-388-7816
Career Objective: To grow as a Radiology Technologist by solving real problems using Quality Control while collaborating with high-performing teams.

About Me:
Radiology Technologist with 2 years of experience in radiology environments. Hands-on with CT, Radiation Safety, Equipment Maintenance, Patient Positioning. Known for time management and mentoring. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Technical Stack:
- CT
- Radiation Safety
- X-ray
- Quality Control
- Equipment Maintenance
- Patient Positioning
- MRI
- Patient Care

Employment:
Radiology Technologist | Orbit Systems (2.9 yrs)
In this role, I focused on Quality Control and Equipment Maintenance while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 31% and improved stakeholder satisfaction.

Radiology Technologist | BrightLeaf Marketing (3.0 yrs)
In this role, I focused on Quality Control and Patient Positioning while partnering with cross-functional teams. I helped streamline processes, improved reliability, and supported delivery of multiple releases. One highlight was driving a change that reduced cycle time by 19% and improved stakeholder satisfaction.

Qualifications: Doctor of Medicine (MD)

Publication: published a clinical poster on patient outcomes"
Cardiology,Cardiac Nurse,"Medication Administration, Vital Signs, Team Collaboration, Triage, Patient Education, EMR, Cardiac Monitoring, Care Plans, Post-op Care, Public Speaking",1,Doctor of Medicine (MD),"Liam Gupta — Cardiac Nurse
Hyderabad • liam.gupta75@gmail.com • +1-206-496-7197
Profile:
Cardiac Nurse with 1 years of experience in cardiology environments. Hands-on with Medication Administration, Patient Education, EMR, Vital Signs. Known for problem solving and time management. Comfortable owning deliverables end-to-end—from discovery to delivery and post-release improvements. Regularly mentor juniors through code reviews, pairing sessions, and structured onboarding plans.

Core Skills: Medication Administration, Vital Signs, Team Collaboration, Triage, Patient Education, EMR, Cardiac Monitoring, Care Plans, Post-op Care, Public Speaking

Work History:
Cardiac Nurse | BrightLeaf Marketing (2.4 yrs)
- Delivered initiatives using Care Plans and Public Speaking, improving a key metric by 11%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 39%.
- Coached 3–5 team members; led brown-bag sessions and created a reusable onboarding wiki.

Cardiologist | BrightLeaf Marketing (1.5 yrs)
- Delivered initiatives using Cardiac Monitoring and Medication Administration, improving a key metric by 32%.
- Collaborated with sales stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced standardized templates, and reduced defects/turnaround time by 12%.

Cardiac Nurse | Acme Corp (1.4 yrs)
- Delivered initiatives using Triage and Post-op Care, improving a key metric by 26%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced checklists, and reduced defects/turnaround time by 42%.

Cardiologist | LexBridge Associates (3.1 yrs)
- Delivered initiatives using Triage and Public Speaking, improving a key metric by 13%.
- Collaborated with product stakeholders to translate requirements into weekly milestones and release notes.
- Identified bottlenecks, introduced automation, and reduced defects/turnaround time by 42%.

Selected Work:
- Marketing Attribution Model Refresh: built a small demo using Post-op Care; added evaluation and edge-case handling.
- Integrated logging/metrics and wrote clear documentation so others could reproduce the results.

Academics: Doctor of Medicine (MD)"
